gf-id	num-gen	num-spe	ath	bra	cpa	ptr	mtr	gma	cme	pbr	vvi	sly
ORTHOSTM002550	19	14	1	1	1	2	1	3	1	2	1	1
ORTHOSTM002551	19	14	1	1	1	2	2	3	1	2	1	1
ORTHOSTM002553	19	14	1	1	1	1	2	3	1	3	1	1
ORTHOSTM002554	19	14	1	1	1	2	2	4	1	1	1	1
ORTHOSTM002555	19	14	1	1	1	2	2	2	1	2	1	2
ORTHOSTM002556	19	14	1	1	1	1	2	4	1	1	1	1
ORTHOSTM002559	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002562	19	14	1	1	1	3	1	2	1	1	1	2
ORTHOSTM002563	19	14	1	1	1	1	2	2	1	1	2	1
ORTHOSTM002568	19	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM002569	19	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002572	19	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM002573	19	14	1	1	1	2	1	2	2	2	1	1
ORTHOSTM002574	19	14	1	2	1	1	1	2	1	2	2	1
ORTHOSTM002575	19	14	1	2	1	1	1	2	1	4	1	1
ORTHOSTM002577	19	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM002579	19	14	1	1	1	3	1	4	1	1	1	1
ORTHOSTM002580	19	14	1	1	1	1	1	2	1	5	1	1
ORTHOSTM002581	19	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002582	19	14	1	1	1	1	1	2	1	4	2	1
ORTHOSTM002583	19	14	1	2	1	2	2	2	1	2	1	1
ORTHOSTM002584	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002585	19	14	1	1	1	3	1	2	2	2	1	1
ORTHOSTM002587	19	14	2	1	1	2	2	2	1	1	1	2
ORTHOSTM002590	19	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM002591	19	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM002592	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002593	19	14	1	1	2	2	1	2	1	1	1	1
ORTHOSTM002596	19	14	1	1	1	2	1	2	1	2	2	1
ORTHOSTM002597	19	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM002598	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002599	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002603	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002607	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002608	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002609	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002610	19	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002611	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002612	19	14	1	1	1	3	2	2	1	1	1	1
ORTHOSTM002613	19	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM002616	19	14	1	2	2	2	1	2	1	2	1	1
ORTHOSTM002617	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002618	19	14	1	2	1	2	1	3	1	2	1	1
ORTHOSTM002619	19	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002620	19	14	1	1	1	2	1	2	1	3	2	1
ORTHOSTM002621	19	14	1	2	1	2	1	2	1	2	2	1
ORTHOSTM002622	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002623	19	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM002625	19	14	1	2	1	2	1	2	1	3	1	1
ORTHOSTM002627	19	14	1	2	1	1	1	2	1	2	2	2
ORTHOSTM002628	19	14	2	1	1	1	1	2	2	2	1	2
ORTHOSTM002629	19	14	1	1	1	3	1	2	1	3	1	1
ORTHOSTM002630	19	14	1	1	1	1	2	2	1	2	1	3
ORTHOSTM002632	19	14	1	1	1	2	2	3	1	1	1	2
ORTHOSTM002633	19	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002634	19	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM002635	19	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM002636	19	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM002638	19	14	1	1	1	2	1	2	2	2	1	1
ORTHOSTM002639	19	14	1	2	1	1	2	2	1	2	1	2
ORTHOSTM002640	19	14	1	1	1	2	1	2	1	3	1	2
ORTHOSTM002642	19	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM002643	19	14	1	1	1	5	1	2	1	1	1	1
ORTHOSTM002649	19	14	1	1	1	2	2	1	1	3	1	2
ORTHOSTM002650	19	14	1	1	1	2	2	1	1	1	1	2
ORTHOSTM002652	19	14	1	1	1	2	2	1	1	4	1	1
ORTHOSTM002653	19	14	1	1	1	1	2	1	1	5	1	1
ORTHOSTM002656	19	14	1	1	1	2	1	1	1	2	2	2
ORTHOSTM002660	19	14	1	1	1	2	1	1	1	2	2	1
ORTHOSTM002662	19	14	2	1	1	2	1	1	1	2	2	1
ORTHOSTM002668	19	14	1	1	1	1	1	1	1	4	1	1
ORTHOSTM002670	19	14	1	1	1	5	1	1	1	2	1	1
ORTHOSTM002671	19	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM002672	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002676	19	14	1	1	1	2	2	1	1	2	2	2
ORTHOSTM002678	19	14	1	2	1	2	1	1	1	2	1	1
ORTHOSTM002679	19	14	2	2	1	2	1	2	1	2	1	1
ORTHOSTM002680	19	14	1	1	1	2	1	2	1	4	1	1
ORTHOSTM002681	19	14	2	2	1	2	1	1	1	2	1	1
ORTHOSTM002682	19	14	1	2	1	2	1	2	1	2	1	2
ORTHOSTM002684	19	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002685	19	14	2	2	1	1	2	2	1	2	1	1
ORTHOSTM002686	19	14	2	2	1	1	1	1	1	2	1	1
ORTHOSTM002688	19	14	1	1	2	1	1	1	1	4	2	1
ORTHOSTM002689	19	14	1	1	1	3	1	1	1	3	1	1
ORTHOSTM002690	19	14	2	2	1	2	1	1	1	3	1	1
ORTHOSTM002691	19	14	1	1	1	5	1	2	1	1	1	1
ORTHOSTM002694	19	14	1	1	1	4	2	2	1	1	1	1
ORTHOSTM002696	19	14	2	1	1	3	1	1	1	1	2	1
ORTHOSTM002698	19	14	1	1	1	1	1	1	1	1	1	1
ORTHOSTM002699	19	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002702	18	14	2	1	1	1	1	1	2	1	1	1
ORTHOSTM002703	18	14	2	1	1	2	2	2	1	1	1	1
ORTHOSTM002705	18	14	2	3	1	1	1	2	1	1	1	1
ORTHOSTM002706	18	14	2	3	1	1	1	2	1	1	1	1
ORTHOSTM002720	18	14	2	2	1	2	1	1	1	2	1	1
ORTHOSTM002725	18	14	2	1	1	2	2	2	1	1	1	1
ORTHOSTM002727	18	14	2	1	1	2	1	2	1	1	1	1
ORTHOSTM002735	18	14	2	1	1	1	1	2	1	1	1	1
ORTHOSTM002736	18	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM002738	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002742	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002743	18	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM002748	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002749	18	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM002750	18	14	2	1	1	1	1	2	1	1	1	1
ORTHOSTM002755	18	14	2	2	1	1	2	1	1	2	1	1
ORTHOSTM002761	18	14	2	1	1	1	1	3	1	1	1	1
ORTHOSTM002763	18	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM002764	18	14	2	1	1	1	1	2	1	2	1	1
ORTHOSTM002765	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002766	18	14	2	1	1	1	3	2	1	1	1	1
ORTHOSTM002768	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM002773	18	14	2	3	1	1	1	2	1	1	1	1
ORTHOSTM002777	18	14	1	1	1	1	2	1	2	2	1	1
ORTHOSTM002782	18	14	1	1	1	2	1	2	2	1	1	1
ORTHOSTM002783	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002787	18	14	1	1	1	1	1	2	1	1	1	1
ORTHOSTM002789	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002790	18	14	1	3	1	1	1	1	1	1	1	1
ORTHOSTM002791	18	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM002795	18	14	1	2	1	2	1	2	1	1	2	1
ORTHOSTM002797	18	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM002800	18	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM002804	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002805	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002806	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002810	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002813	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002814	18	14	1	3	1	1	1	2	1	1	1	1
ORTHOSTM002815	18	14	1	3	1	1	1	1	1	3	1	1
ORTHOSTM002818	18	14	1	2	1	1	1	2	1	1	2	1
ORTHOSTM002822	18	14	1	2	1	2	1	2	1	1	2	1
ORTHOSTM002823	18	14	1	2	2	1	1	2	1	1	1	2
ORTHOSTM002826	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002828	18	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM002836	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002837	18	14	1	2	1	2	1	1	1	2	2	1
ORTHOSTM002838	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002839	18	14	1	2	1	1	1	2	1	1	1	2
ORTHOSTM002840	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002842	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002843	18	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM002844	18	14	1	2	1	1	1	2	1	1	2	1
ORTHOSTM002846	18	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM002850	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002851	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002855	18	14	1	2	2	1	1	2	1	2	1	1
ORTHOSTM002856	18	14	1	2	1	1	1	1	1	4	1	1
ORTHOSTM002857	18	14	1	2	1	2	1	1	1	1	1	1
ORTHOSTM002861	18	14	1	2	1	1	2	2	1	2	1	1
ORTHOSTM002862	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002863	18	14	1	2	1	2	1	1	1	3	1	1
ORTHOSTM002865	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002866	18	14	1	2	1	2	1	1	1	3	1	1
ORTHOSTM002868	18	14	2	2	1	2	1	1	1	2	1	1
ORTHOSTM002870	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002874	18	14	1	2	1	2	1	1	1	2	1	1
ORTHOSTM002875	18	14	1	2	1	1	1	1	1	3	1	1
ORTHOSTM002877	18	14	1	2	1	1	1	2	1	2	1	2
ORTHOSTM002879	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002886	18	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM002887	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002888	18	14	1	2	1	1	2	2	1	1	2	1
ORTHOSTM002889	18	14	1	2	1	2	1	1	1	3	1	1
ORTHOSTM002890	18	14	1	2	2	1	1	2	1	2	1	1
ORTHOSTM002891	18	14	1	2	1	1	1	2	1	2	1	2
ORTHOSTM002893	18	14	2	3	1	2	1	1	1	1	1	1
ORTHOSTM002894	18	14	1	2	1	1	1	2	1	1	2	1
ORTHOSTM002895	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002896	18	14	1	4	1	1	1	2	1	1	1	1
ORTHOSTM002897	18	14	1	2	1	2	1	1	1	1	1	1
ORTHOSTM002900	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002902	18	14	1	3	1	1	1	1	1	2	1	1
ORTHOSTM002903	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002905	18	14	1	2	1	1	1	2	2	2	1	1
ORTHOSTM002908	18	14	1	3	1	1	1	2	1	2	1	1
ORTHOSTM002909	18	14	1	2	1	1	2	1	1	3	1	1
ORTHOSTM002911	18	14	1	3	2	1	1	2	1	1	1	1
ORTHOSTM002914	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002916	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002917	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM002918	18	14	1	2	1	2	1	2	2	1	1	1
ORTHOSTM002921	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002923	18	14	1	2	1	1	1	1	1	3	1	1
ORTHOSTM002925	18	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM002926	18	14	1	2	1	2	2	1	1	2	1	1
ORTHOSTM002929	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002930	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002933	18	14	2	2	1	1	1	2	1	2	1	1
ORTHOSTM002935	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002936	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002938	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002939	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002940	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002942	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM002945	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002948	18	14	1	2	1	1	1	2	1	2	1	2
ORTHOSTM002949	18	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM002952	18	14	1	3	1	2	1	1	1	2	1	1
ORTHOSTM002953	18	14	1	2	1	2	1	2	1	1	2	1
ORTHOSTM002956	18	14	1	2	1	3	1	1	1	2	1	1
ORTHOSTM002958	18	14	1	3	1	2	1	2	1	1	1	1
ORTHOSTM002959	18	14	1	2	1	2	2	1	1	1	1	1
ORTHOSTM002960	18	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM002961	18	14	1	2	1	1	1	3	1	1	1	2
ORTHOSTM002962	18	14	1	2	1	1	1	1	1	2	1	1
ORTHOSTM002964	18	14	1	2	1	1	1	2	1	1	2	2
ORTHOSTM002965	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002966	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002972	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM002974	18	14	1	2	1	2	1	1	2	2	1	1
ORTHOSTM002975	18	14	2	3	1	2	1	1	1	1	1	1
ORTHOSTM002976	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002977	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM002981	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002982	18	14	1	2	1	1	2	1	1	1	2	1
ORTHOSTM002983	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM002984	18	14	1	3	1	1	1	2	1	2	1	1
ORTHOSTM002991	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002993	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM002994	18	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM002995	18	14	1	2	2	1	1	2	1	2	1	1
ORTHOSTM002999	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003001	18	14	1	2	1	1	1	1	1	2	1	1
ORTHOSTM003002	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM003003	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003005	18	14	1	2	1	1	1	1	1	3	1	2
ORTHOSTM003006	18	14	1	2	2	1	1	1	1	2	1	1
ORTHOSTM003008	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003011	18	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM003013	18	14	1	2	1	1	1	1	1	1	1	1
ORTHOSTM003015	18	14	1	2	1	1	2	2	1	1	1	2
ORTHOSTM003018	18	14	1	1	1	2	1	2	2	2	1	1
ORTHOSTM003029	18	14	1	1	2	1	1	2	2	2	1	1
ORTHOSTM003030	18	14	1	1	1	2	2	2	2	1	1	1
ORTHOSTM003031	18	14	1	1	1	2	1	2	2	1	1	2
ORTHOSTM003041	18	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003045	18	14	1	1	1	2	1	4	1	1	1	1
ORTHOSTM003048	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003053	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003057	18	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003058	18	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM003059	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003060	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003062	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003064	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003067	18	14	1	1	1	1	1	4	1	1	1	2
ORTHOSTM003068	18	14	1	1	1	2	1	4	1	1	1	1
ORTHOSTM003069	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003071	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003073	18	14	1	1	1	1	2	2	1	3	1	1
ORTHOSTM003074	18	14	1	1	1	1	2	2	1	3	1	1
ORTHOSTM003075	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003076	18	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM003077	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003078	18	14	1	2	1	1	1	2	1	2	1	2
ORTHOSTM003081	18	14	1	1	1	2	1	3	1	1	1	2
ORTHOSTM003082	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003083	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003084	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003086	18	14	1	1	1	2	1	3	1	1	1	2
ORTHOSTM003087	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003088	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003092	18	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003096	18	14	1	1	1	1	1	4	1	2	1	1
ORTHOSTM003097	18	14	1	1	1	1	1	3	1	2	1	1
ORTHOSTM003098	18	14	1	1	1	1	1	3	1	3	1	1
ORTHOSTM003101	18	14	1	1	1	2	1	2	1	1	1	3
ORTHOSTM003102	18	14	1	1	1	1	2	2	1	2	1	1
ORTHOSTM003103	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003105	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003106	18	14	1	1	1	1	1	2	1	3	1	2
ORTHOSTM003107	18	14	1	1	1	1	1	2	2	2	2	1
ORTHOSTM003109	18	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM003111	18	14	1	1	1	1	1	2	1	2	1	1
ORTHOSTM003114	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003115	18	14	1	1	1	1	1	2	1	1	1	1
ORTHOSTM003121	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003123	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003125	18	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM003126	18	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM003127	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003128	18	14	1	2	1	1	1	2	1	1	1	1
ORTHOSTM003130	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003131	18	14	1	2	1	1	2	2	1	1	1	1
ORTHOSTM003133	18	14	1	1	1	2	1	4	1	1	1	1
ORTHOSTM003136	18	14	1	1	1	2	1	3	1	2	1	1
ORTHOSTM003138	18	14	1	1	1	3	1	2	1	1	1	2
ORTHOSTM003139	18	14	1	1	1	2	1	2	2	1	1	1
ORTHOSTM003140	18	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM003143	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003144	18	14	1	1	1	1	1	2	1	3	1	2
ORTHOSTM003145	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003147	18	14	1	1	1	2	2	2	1	1	2	1
ORTHOSTM003149	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003150	18	14	1	1	1	1	1	4	1	2	1	1
ORTHOSTM003151	18	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003152	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003154	18	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003156	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003157	18	14	1	1	1	1	1	4	1	1	1	2
ORTHOSTM003158	18	14	2	1	1	2	1	2	1	2	1	1
ORTHOSTM003159	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003161	18	14	1	1	1	2	3	2	1	1	1	1
ORTHOSTM003162	18	14	1	1	1	2	2	2	1	2	1	1
ORTHOSTM003163	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003164	18	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM003166	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003167	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003169	18	14	1	1	1	1	1	3	1	2	2	1
ORTHOSTM003170	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM003171	18	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM003172	18	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003173	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003174	18	14	1	1	1	2	2	3	1	1	1	1
ORTHOSTM003176	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM003177	18	14	1	1	1	1	3	2	1	2	1	1
ORTHOSTM003180	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003181	18	14	1	1	1	1	2	2	1	3	1	1
ORTHOSTM003183	18	14	1	1	1	1	1	3	1	1	1	1
ORTHOSTM003186	18	14	2	1	1	1	1	2	1	3	1	1
ORTHOSTM003188	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003189	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003190	18	14	1	1	1	2	1	2	1	1	1	1
ORTHOSTM003193	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003196	18	14	1	1	1	1	1	2	1	2	1	2
ORTHOSTM003198	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003200	18	14	1	1	1	2	2	3	1	1	1	1
ORTHOSTM003201	18	14	1	2	1	1	1	2	2	2	1	1
ORTHOSTM003202	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003203	18	14	1	1	1	2	1	2	1	2	2	1
ORTHOSTM003206	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003207	18	14	1	2	1	2	2	2	1	1	1	1
ORTHOSTM003208	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003209	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003211	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003212	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003213	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM003216	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003219	18	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM003220	18	14	1	1	2	2	1	2	1	2	1	1
ORTHOSTM003221	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003222	18	14	2	2	1	1	1	2	1	1	1	1
ORTHOSTM003223	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003224	18	14	1	1	1	2	1	3	1	1	1	1
ORTHOSTM003225	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003226	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003227	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003228	18	14	1	1	1	2	1	2	1	2	2	1
ORTHOSTM003229	18	14	1	1	1	1	2	2	1	3	1	1
ORTHOSTM003232	18	14	1	2	1	2	1	2	1	1	1	1
ORTHOSTM003233	18	14	1	1	1	1	1	3	1	3	1	1
ORTHOSTM003234	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003235	18	14	1	1	1	1	1	2	1	2	2	2
ORTHOSTM003236	18	14	1	1	2	2	1	2	2	1	1	1
ORTHOSTM003237	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003238	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003239	18	14	1	2	1	1	1	3	1	2	1	1
ORTHOSTM003240	18	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003241	18	14	1	1	1	1	2	3	1	1	1	1
ORTHOSTM003242	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003243	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003245	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003246	18	14	1	2	1	1	1	2	1	3	1	1
ORTHOSTM003247	18	14	1	1	2	2	2	2	1	1	1	1
ORTHOSTM003249	18	14	1	2	1	3	1	2	1	1	1	1
ORTHOSTM003250	18	14	1	1	1	3	1	3	1	1	1	1
ORTHOSTM003253	18	14	1	2	1	2	1	3	1	1	1	1
ORTHOSTM003254	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003255	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003256	18	14	2	1	1	1	1	2	1	3	1	1
ORTHOSTM003257	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003258	18	14	2	2	1	2	1	2	1	1	1	1
ORTHOSTM003259	18	14	1	2	1	2	1	2	1	1	1	2
ORTHOSTM003261	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003262	18	14	1	1	1	2	2	3	1	1	1	1
ORTHOSTM003263	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003265	18	14	1	1	1	1	2	3	1	2	1	1
ORTHOSTM003266	18	14	1	1	1	1	2	3	1	2	1	1
ORTHOSTM003270	18	14	1	1	1	3	1	2	1	2	1	1
ORTHOSTM003272	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003273	18	14	1	2	1	1	1	2	1	2	1	1
ORTHOSTM003274	18	14	2	1	1	1	1	2	2	2	1	1
ORTHOSTM003275	18	14	1	1	1	1	1	2	1	4	1	1
ORTHOSTM003277	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003278	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003280	18	14	1	1	1	1	1	2	1	3	1	2
ORTHOSTM003282	18	14	1	2	1	2	1	2	1	2	1	1
ORTHOSTM003283	18	14	1	1	1	1	1	2	1	3	1	1
ORTHOSTM003284	18	14	1	1	1	2	1	2	1	3	1	1
ORTHOSTM003285	18	14	1	1	1	2	1	2	1	1	1	2
ORTHOSTM003288	18	14	1	1	1	2	1	2	1	2	1	1
ORTHOSTM003289	18	14	1	1	1	2	2	2	1	2	1	1
ORTHOSTM003291	18	14	1	2	1	1	1	3	1	1	1	1
ORTHOSTM003293	18	14	1	1	1	2	1	2	1	2	1	2
ORTHOSTM003294	18	14	1	1	1	1	2	2	1	1	1	1
ORTHOSTM003295	18	14	1	2	1	2	1	2	1	2	1	1
